"IT1","IT2","IT3","IT4","IT5","IT6","IT7","IT8","IT9","IT10","IT11","IT12","IT13","IT14","IT15","IT16","IT17","IT18","IT19","IT20"
1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0
1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1
1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1
0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1
0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1
0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0
0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1
1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0
0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0
1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1
0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1
0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0
1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1
0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1
1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1
1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1
1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1
1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1
1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0
0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0
0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0
0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0
0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1
1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1
0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1
1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1
1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1
0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0
0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0
1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1
0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1
1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1
1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0
1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1
1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0
0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1
1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0
0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0
1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1
0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0
1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1
0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0
0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1
0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1
0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1
0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1
1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1
0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1
1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1
1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1
1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1
1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0
0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0
1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0
1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0
1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1
0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1
1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1
0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1
0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0
0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1
1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1
0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1
1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1
1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0
1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1
0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1
1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1
0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0
1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1
0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1
0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0
1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1
0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1
1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1
1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1
0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1
1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1
1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1
1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0
0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1
0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0
1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1
0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1
1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1
0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0
0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1
0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1
1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1
1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1
1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1
0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0
1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1
0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0
1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0
0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1
1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1
0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1
0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1
1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1
0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1
0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1
0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1
1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1
0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1
1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1
1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1
1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0
1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1
1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1
1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0
1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1
1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0
0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1
1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1
0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1
1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1
1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1
0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1
0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1
1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1
0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
